id,state,abbrev,county,Population2020,BuildingValue,Areasqmi,NationalRiskIndexValueComposite,NationalRiskIndexScoreComposite,NationalRiskIndexRatingComposite,ExpectedAnnualLossScoreComposite,ExpectedAnnualLossRatingComposite,ExpectedAnnualLossTotalComposite,ExpectedAnnualLossBuildingValueComposite,ExpectedAnnualLossPopulationComposite,ExpectedAnnualLossPopulationEquivalenceComposite,SocialVulnerabilityScore,SocialVulnerabilityRating,CommunityResilienceScore,CommunityResilienceRating,CommunityResilienceValue,CommunityRiskFactorValue,AvalancheHistoricLossRatioTotalRating,AvalancheExpectedAnnualLossRating,AvalancheHazardTypeRiskIndexRating,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,EarthquakeExposureImpactedAreasqmi,EarthquakeExposureBuildingValue,EarthquakeExposurePopulation,EarthquakeExposurePopulationEquivalence,EarthquakeExposureTotal,EarthquakeHistoricLossRatioBuildings,EarthquakeHistoricLossRatioTotalRating,EarthquakeExpectedAnnualLossBuildingValue,EarthquakeExpectedAnnualLossPopulationEquivalence,EarthquakeExpectedAnnualLossTotal,EarthquakeExpectedAnnualLossScore,EarthquakeExpectedAnnualLossRating,EarthquakeHazardTypeRiskIndexValue,EarthquakeHazardTypeRiskIndexScore,EarthquakeHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposurePopulationEquivalence,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossPopulationEquivalence,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposurePopulationEquivalence,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossPopulationEquivalence,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposurePopulationEquivalence,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossPopulationEquivalence,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposurePopulationEquivalence,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossPopulationEquivalence,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposurePopulationEquivalence,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossPopulationEquivalence,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WildfireExposureImpactedAreasqmi,WildfireExposureBuildingValue,WildfireExposurePopulation,WildfireExposurePopulationEquivalence,WildfireExposureTotal,WildfireHistoricLossRatioTotalRating,WildfireExpectedAnnualLossBuildingValue,WildfireExpectedAnnualLossPopulationEquivalence,WildfireExpectedAnnualLossTotal,WildfireExpectedAnnualLossScore,WildfireExpectedAnnualLossRating,WildfireHazardTypeRiskIndexValue,WildfireHazardTypeRiskIndexScore,WildfireHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposurePopulationEquivalence,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossPopulationEquivalence,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
81,Montana,MT,Garfield,1171,895016161,4898.048,557289.046,2.195,Very Low,3.559,Very Low,660178.115,384613.892,0.011,131582.819,7.7,Very Low,63.37,Relatively High,2.65,0.844,Not Applicable,Not Applicable,Not Applicable,4898.048,Relatively Low,Relatively Moderate,Relatively Moderate,4898.048,Very Low,Very Low,Very Low,4898.048,895004000,1173,13606800000,14501804000,0.004,Very Low,380.3,59.933,440.233,1.362,Very Low,371.623,0.955,Very Low,53,1.544,4898.048,895016161,1171,13583600000,14541127744,Relatively High,24395.288,2595.644,33091.245,30.645,Very Low,27933.959,22.367,Very Low,4898.048,Relatively Low,Relatively Low,Relatively Low,0.015,4898.048,895016161,1171,13583600000,14478616161,Very High,2893.741,211.598,3105.339,8.827,Very Low,2621.37,6.362,Very Low,Relatively High,Relatively Low,Relatively Low,386,17.532,4898.048,895016161,1171,13583600000,14478616161,Relatively High,177.088,6416.726,6593.814,3.668,Very Low,5566.165,2.413,Very Low,Relatively Low,Very Low,Very Low,43,1.246,4898.048,895016161,1171,13583600000,14541127744,Very High,50605.419,342.312,80646.475,20.533,Relatively Low,68077.684,14.318,Very Low,0.362,4898.048,895016161,1171,13583600000,14541127744,Very Low,12660.897,1336.042,14604.873,6.266,Very Low,12328.697,4.168,Very Low,36.08,170518925,175.904,2040484343,2217246875,Very High,249765.263,7042.104,257480.161,74.897,Relatively Low,217351.757,71.651,Relatively Low,74.031,4.584,4898.048,895016161,1171,13583600000,14541127744,Relatively Moderate,4619.784,8607.26,13267.634,22.686,Relatively Low,11199.867,15.367,Very Low
82,Montana,MT,Glacier,13712,3019229099,3066.605,2367061.326,17.086,Very Low,12.225,Very Low,1586566.352,455183.281,0.073,846722.75,90.67,Very High,20.4,Relatively Low,2.476,1.492,Not Applicable,Not Applicable,Not Applicable,3066.605,Very Low,Relatively High,Relatively High,3066.605,Very Low,Very Low,Relatively Low,3066.605,3019181000,13778,160000000000,163000000000,0.031,Relatively Low,142577.8,21170.339,163748.139,53.018,Very Low,249082.052,58.766,Very Low,13,0.377,3066.605,3019229099,13712,159000000000,162000000000,Very Low,854.695,178.248,1060.228,4.56,Very Low,1557.123,2.736,Very Low,3066.605,No Rating,No Expected Annual Losses,No Rating,0.015,3066.605,3019229099,13712,159000000000,162000000000,Relatively Moderate,32.236,2186.267,2218.503,6.795,Very Low,3397.404,7.861,Very Low,Relatively Low,Relatively Low,Relatively Low,110,4.972,3066.605,3019229099,13712,159000000000,162000000000,Very High,4.468,49910.196,49914.664,31.21,Relatively Low,75929.567,39.929,Relatively Low,Very Low,Very Low,Very Low,7,0.187,3066.605,3019229099,13712,159000000000,162000000000,Relatively Moderate,15525.364,19846.289,35871.729,12.469,Very Low,53563.037,12.059,Very Low,0.043,3066.605,3019229099,13712,159000000000,162000000000,Very Low,3676.856,1984.577,5783.355,3.505,Very Low,8586.788,3.309,Very Low,108.105,462989440.8,2255.223,26160581213,26650313602,Relatively Moderate,253745.502,928.29,255075.657,74.833,Relatively Low,363951.372,76.456,Relatively Low,227.618,14.094,3066.605,3019229099,13712,159000000000,162000000000,Relatively Low,5123.056,53217.109,58484.351,54.906,Relatively Moderate,92135.882,61.311,Relatively Moderate
83,Montana,MT,Golden Valley,813,529124103,1187.301,228142.808,0.541,Very Low,0.526,Very Low,234491.065,145457.208,0.005,53651.052,15.37,Very Low,22.57,Relatively Low,2.487,0.973,Not Applicable,Not Applicable,Not Applicable,1187.301,Relatively Low,Relatively Low,Relatively Low,1187.301,Very Low,Very Low,Very Low,1187.301,529114000,823,9546800000,10075914000,0.01,Relatively Low,1437.2,202.394,1639.594,4.704,Very Low,1595.206,4.391,Very Low,78,2.274,1187.301,529124103,813,9430800000,9981244489,Relatively High,38780.313,1983.63,45334.243,36.911,Very Low,44106.932,30.894,Very Low,1187.301,Relatively Low,Very Low,Very Low,0.015,1187.301,529124103,813,9430800000,9959924103,Very High,1710.749,146.908,1857.657,5.863,Very Low,1807.366,4.83,Very Low,Relatively High,Relatively Low,Relatively Low,336,15.252,1187.301,529124103,813,9430800000,9959924103,Relatively Moderate,83.586,1483.114,1566.699,0.515,Very Low,1524.285,0.515,Very Low,Relatively Low,Very Low,Very Low,29,0.838,1187.301,529124103,813,9430800000,9981244489,Relatively High,14466.129,4568.421,23706.843,10.019,Very Low,23065.039,6.65,Very Low,0.103,1187.301,529124103,813,9430800000,9981244489,Relatively Low,9396.586,746.883,10331.173,5.335,Very Low,10051.482,3.754,Very Low,44.157,187235428.2,246.959,2864719889,3058032684,Very High,57121.219,1602.821,58816.21,56.825,Very Low,57223.909,55.297,Very Low,82.094,5.083,1187.301,529124103,813,9430800000,9981244489,Relatively Moderate,1733.262,7453.615,9201.733,17.765,Relatively Low,8952.619,12.79,Very Low
84,Montana,MT,Granite,3291,1314077808,1750.271,1610528.402,10.15,Very Low,12.009,Very Low,1557808.105,850782.855,0.056,655185.132,12.09,Very Low,22.12,Relatively Low,2.484,1.034,Relatively Moderate,Relatively Moderate,Relatively Low,1750.271,Relatively Low,Relatively Moderate,Relatively Moderate,1750.271,Very Low,Very Low,Very Low,1750.271,1314055000,3309,38384400000,39698455000,0.054,Relatively High,79504.4,8879.829,88384.229,42.68,Very Low,89914.278,41.012,Very Low,22,0.63,1750.271,1314077808,3291,38175600000,39510200670,Relatively Moderate,2349.97,1579.674,8812.415,12.779,Very Low,8882.628,9.322,Very Low,1750.271,No Rating,No Expected Annual Losses,No Rating,0.142,1750.271,1314077808,3291,38175600000,39489677808,Relatively High,132.817,12720.715,12853.531,24.25,Very Low,13581.745,22.452,Very Low,Relatively Low,Relatively Low,Relatively Low,195,8.827,1750.271,1314077808,3291,38175600000,39489677808,Very High,1308.352,14971.114,16279.466,10.746,Very Low,16833.249,9.073,Very Low,Very Low,Very Low,Very Low,11,0.3,1750.271,1314077808,3291,38175600000,39510200670,Relatively High,11759.158,6414.123,18225.819,8.499,Very Low,18589.99,5.663,Very Low,0.03,1750.271,1314077808,3291,38175600000,39510200670,Relatively Low,2748.101,1980.618,4769.829,3.071,Very Low,4936.028,2.577,Very Low,25.705,364313120.7,777.458,9018509773,9390666321,Relatively High,737570.846,119083.567,857235.441,85.651,Relatively Moderate,898488.528,85.173,Relatively Low,194.057,12.016,1750.271,1314077780,3291,38175597755,39510198397,Relatively Low,377.684,35985.445,36392.437,43.764,Relatively Low,37317.064,38.562,Relatively Low
85,Montana,MT,Hill,16298,4698338873,2945.904,2081121.796,14.763,Very Low,16.094,Very Low,1930430.582,217947.229,0.109,1268021.979,54.58,Relatively Moderate,52.58,Relatively Moderate,2.608,1.078,Not Applicable,Not Applicable,Not Applicable,2945.904,Very Low,Relatively High,Relatively High,2945.904,Very Low,Relatively Low,Relatively Low,2945.904,4698274000,16309,189000000000,194000000000,0.005,Very Low,4384.6,577.63,4962.23,11.359,Very Low,4825.679,10.213,Very Low,17,0.5,2945.904,4698338873,16298,189000000000,194000000000,Very Low,1593.302,279.763,1914.502,5.614,Very Low,2070.131,3.277,Very Low,2945.904,Relatively Low,Relatively Low,Relatively Low,0.015,2945.904,4698338873,16298,189000000000,194000000000,Relatively High,15190.536,2945.026,18135.562,28.981,Relatively Low,19539.521,27.648,Very Low,Very Low,Relatively Low,Relatively Low,194,8.791,2945.904,4698338873,16298,189000000000,194000000000,Very High,185.994,69655.683,69841.677,43.179,Relatively Low,82070.143,42.117,Relatively Low,Relatively Moderate,Very Low,Very Low,19,0.535,2945.904,4698338873,16298,189000000000,194000000000,Relatively Low,17692.276,3362.032,24576.879,10.174,Very Low,25922.582,7.191,Very Low,0.096,2945.904,4698338873,16298,189000000000,194000000000,Very Low,29077.117,5640.972,34867.253,9.708,Very Low,38325.885,7.413,Very Low,94.325,273779850.3,678.44,7869899022,8151569729,Very High,34619.431,2594.022,37230.575,49.889,Very Low,35254.518,47.725,Very Low,97,6.006,2945.904,4698338873,16298,189000000000,194000000000,Relatively Low,3648.267,106268.945,110044.731,70.443,Relatively Moderate,128000.024,69.742,Relatively Moderate
86,Montana,MT,Jefferson,12032,2953620197,1676.165,1839814.93,12.154,Very Low,14.454,Very Low,1799272.283,1381688.702,0.034,390610.446,9.71,Very Low,43.89,Relatively Moderate,2.572,1.023,Not Applicable,Not Applicable,Not Applicable,1676.165,Very Low,Relatively Low,Relatively Low,1676.165,Very Low,Very Low,Very Low,1676.165,2953582000,12085,140000000000,143000000000,0.046,Relatively Moderate,315444.6,52947.954,368392.554,66.636,Relatively Low,405807.043,66.879,Relatively Low,25,0.726,1676.165,2953620197,12032,140000000000,143000000000,Relatively High,75179.98,550.116,75974.6,47.208,Relatively Low,78978.901,43.048,Very Low,1676.165,No Rating,No Expected Annual Losses,No Rating,0.015,1676.165,2953620197,12032,140000000000,143000000000,Relatively High,9549.561,2174.166,11723.727,23.051,Very Low,12241.416,21.386,Very Low,Relatively Low,Relatively Low,Relatively Low,250,11.342,1676.165,2953620197,12032,140000000000,143000000000,Relatively High,87.434,46035.982,46123.415,29.086,Relatively Low,46711.364,24.903,Very Low,Relatively Low,Very Low,Very Low,13,0.378,1676.165,2953620197,12032,140000000000,143000000000,Relatively Moderate,11709.518,42203.09,53935.036,16.315,Very Low,53935.004,12.154,Very Low,0.05,1676.165,2953620197,12032,140000000000,143000000000,Relatively Low,11220.008,13411.735,24682.718,8.468,Very Low,24439.869,5.854,Very Low,23.504,1196124210,5084.705,58982582502,60185402646,Relatively Moderate,943075.876,20536.442,963703.832,86.605,Relatively Moderate,953258.159,85.587,Relatively Low,145.259,8.994,1676.165,2953620197,12032,140000000000,143000000000,Relatively Moderate,912.923,155452.614,156395.076,77.53,Relatively Moderate,158587.767,74.897,Relatively Moderate
87,Montana,MT,Judith Basin,2023,1605513248,1889.368,358567.38,0.955,Very Low,1.548,Very Low,413006.482,153690.115,0.011,127048.537,2.67,Very Low,48.73,Relatively Moderate,2.593,0.868,Not Applicable,Not Applicable,Not Applicable,1889.368,Relatively Low,Relatively Moderate,Relatively Moderate,1889.368,Very Low,Very Low,Very Low,1889.368,1605503000,2023,23466800000,25072303000,0.012,Relatively Low,4980.6,553.924,5534.524,12.009,Very Low,4805.009,10.118,Very Low,45,1.315,1889.368,1605513248,2023,23466800000,25174294154,Relatively Low,1155.334,83.615,3332.047,7.506,Very Low,2892.844,4.232,Very Low,1889.368,Relatively Moderate,Very Low,Very Low,0.015,1889.368,1605513248,2023,23466800000,25072313248,Very High,5190.9,365.553,5556.453,14.29,Very Low,4824.048,10.726,Very Low,Relatively High,Relatively Low,Relatively Low,271,12.297,1889.368,1605513248,2023,23466800000,25072313248,Very High,54.066,11622.361,11676.427,7.014,Very Low,10137.337,5.051,Very Low,No Rating,No Expected Annual Losses,No Rating,22,0.622,1889.368,1605513248,2023,23466800000,25174294154,Relatively Moderate,12783.086,267.26,13202.935,7.134,Very Low,11462.633,3.595,Very Low,0.169,1889.368,1605513248,2023,23466800000,25174294154,Relatively Low,34487.457,1909.464,37099.783,10.112,Very Low,32209.596,6.809,Very Low,84.27,511513466.9,568.525,6594888432,7135210039,Very High,89377.694,527.911,90135.191,62.934,Relatively Low,78254.314,59.879,Very Low,232.011,14.366,1889.368,1605513248,2023,23466800000,25174294154,Relatively Moderate,774.205,40396.432,41378.212,47.044,Relatively Low,35924.078,37.639,Relatively Low
88,Montana,MT,Lake,31051,7096610805,1670.697,11342863.88,68.215,Relatively Low,63.943,Relatively Low,8582912.311,4949250.735,0.296,3438661.255,72.76,Relatively High,47.52,Relatively Moderate,2.589,1.322,Very High,Relatively Moderate,Relatively Low,1670.697,Very Low,Very High,Very High,1670.697,Very Low,Very Low,Very Low,1670.697,7096486000,31134,361000000000,368000000000,0.115,Relatively High,3712603,1289931.702,5002534.702,92.324,Relatively Moderate,6665799.169,93.764,Relatively Moderate,14,0.386,1670.697,7096610805,31051,360000000000,367000000000,Relatively Low,652.891,9007.323,18295.314,20.689,Very Low,25165.199,20.904,Very Low,1670.697,Relatively High,Very Low,Very Low,0.09,1670.697,7090052719,31035.432,360000000000,367000000000,Relatively Low,238.335,20382.913,20621.248,31.379,Relatively Low,29033.817,34.277,Relatively Low,Very Low,Relatively Low,Relatively Low,111,5.008,1670.697,7096610805,31051,360000000000,367000000000,Very High,2997.37,74590.541,77587.912,45.946,Relatively Low,102560.537,48.713,Relatively Low,Relatively Low,Very Low,Very Low,9,0.258,1670.697,7096610805,31051,360000000000,367000000000,Relatively Low,5659.3,42989.753,48705.16,15.478,Very Low,65117.134,13.904,Very Low,0.022,1670.697,7096610805,31051,360000000000,367000000000,Very Low,809.66,4940.023,5779.146,3.474,Very Low,7675.009,3.118,Very Low,44.962,973397979.5,4663.743,54099420262,55085849917,Relatively Moderate,1158757.717,3503.475,1162570.874,88.069,Relatively Moderate,1451324.007,88.482,Relatively Moderate,163.012,10.094,1670.697,7051583998,30855.447,358000000000,365000000000,Relatively Low,33882.597,152207.637,186159.354,81.306,Relatively Moderate,241932.636,82.501,Relatively Moderate
89,Montana,MT,Lewis and Clark,70922,13843613255,3532.878,6490168.064,51.161,Relatively Low,56.36,Relatively Low,6685025.29,3414949.29,0.267,3102664.32,14.23,Very Low,76.61,Relatively High,2.7,0.971,Not Applicable,Not Applicable,Not Applicable,3532.878,Very Low,Relatively High,Relatively High,3532.878,Very Low,Very Low,Very Low,3532.878,13843412000,70973,823000000000,837000000000,0.068,Relatively Moderate,1546006,438319.857,1984325.857,85.949,Relatively Low,2079400.822,87.082,Relatively Low,28,0.797,3532.878,13843613255,70922,823000000000,837000000000,Very Low,99.536,1731.207,2451.738,6.359,Very Low,2415.335,3.691,Very Low,3532.878,No Rating,No Expected Annual Losses,No Rating,0.015,3532.878,13843613255,70922,823000000000,837000000000,Relatively Moderate,147.806,11307.939,11455.745,22.685,Very Low,11184.813,20.286,Very Low,Very Low,Relatively Moderate,Relatively Moderate,180,8.152,3532.878,13843613255,70922,823000000000,837000000000,Very High,411.851,378526.195,378938.047,84.62,Relatively Moderate,369603.146,81.918,Relatively Moderate,Very Low,Relatively Low,Relatively Low,18,0.507,3532.878,13843613255,70922,823000000000,837000000000,Relatively Low,6286.156,150600.54,156952.807,31.731,Relatively Low,153880.339,25.581,Relatively Low,0.091,3532.878,13843613255,70922,823000000000,837000000000,Very Low,36580.302,19693.02,56621.645,12.5,Very Low,55540.375,9.227,Very Low,26.54,2015019011,9644.363,112000000000,114000000000,Relatively Low,1726518.401,4445.621,1731377.263,91.091,Relatively Moderate,1528846.853,88.96,Relatively Moderate,224.493,13.9,3532.878,13832774685,70892,822000000000,836000000000,Very Low,8638.428,112387.303,121120.343,72.857,Relatively Moderate,118313.912,67.961,Relatively Moderate
90,Montana,MT,Liberty,1955,1090811660,1461.745,552552.776,2.132,Very Low,1.764,Very Low,438140.069,43073.152,0.012,133918.518,40.8,Relatively Moderate,11.78,Very Low,2.429,1.261,Not Applicable,Not Applicable,Not Applicable,1461.745,Relatively Low,Relatively Moderate,Relatively Moderate,1461.745,Very Low,Relatively Low,Relatively Low,1461.745,1090797000,1959,22724400000,23815197000,0.01,Relatively Low,3967.3,505.174,4472.474,10.43,Very Low,5640.383,11.454,Very Low,22,0.643,1461.745,1090811660,1955,22678000000,23870194601,Very Low,476.589,42.78,578.899,3.133,Very Low,730.069,1.654,Very Low,1461.745,No Rating,No Expected Annual Losses,No Rating,0.015,1461.745,1090811660,1955,22678000000,23768811660,Very High,3526.781,353.266,3880.047,10.36,Very Low,4893.254,10.893,Very Low,Relatively High,Very Low,Very Low,164,7.449,1461.745,1090811660,1955,22678000000,23768811660,Very High,35.777,6705.723,6741.5,3.764,Very Low,8501.926,4.086,Very Low,Relatively Low,Very Low,Very Low,21,0.596,1461.745,1090811660,1955,22678000000,23870194601,Relatively High,10858.3,6530.471,20162.58,9.15,Very Low,25427.689,7.063,Very Low,0.054,1461.745,1090811660,1955,22678000000,23870194601,Relatively Low,6558.684,771.477,7450.566,4.156,Very Low,9396.153,3.532,Very Low,108.03,179309110.5,208.8,2422084926,2613818731,Relatively High,2889.119,45.317,2949.233,9.704,Very Low,3719.374,10.5,Very Low,73,4.52,1461.745,1090811660,1955,22678000000,23870194601,Relatively Low,637.446,9593.342,10295.719,19.499,Relatively Low,12984.268,17.34,Very Low
91,Montana,MT,Lincoln,19614,4970816982,3712.036,4307467.888,36.494,Very Low,34.386,Very Low,3567966.386,2425815.517,0.097,1129964.766,45.58,Relatively Moderate,17.76,Very Low,2.462,1.207,Relatively High,Relatively Moderate,Relatively Low,3712.036,Very Low,Relatively Moderate,Relatively Moderate,3712.036,Very Low,Very Low,Very Low,3712.036,4970735000,19677,228000000000,233000000000,0.06,Relatively Moderate,342661.9,61670.807,404332.707,68.338,Relatively Low,523792.914,70.92,Relatively Low,7,0.187,3712.036,4970816982,19614,228000000000,232000000000,Relatively Low,1019.748,2838.574,3868.844,7.94,Very Low,4746.493,5.822,Very Low,3712.036,Relatively Low,Relatively Low,Relatively Low,0.034,3712.036,4970816982,19614,228000000000,232000000000,Relatively Low,78.937,3931.484,4010.421,10.693,Very Low,4844.831,10.793,Very Low,Very Low,Relatively Low,Relatively Low,107,4.832,3712.036,4970816982,19614,228000000000,232000000000,Very High,6.818,47453.787,47460.604,29.698,Relatively Low,59123.935,30.92,Relatively Low,Very Low,Relatively Low,Very Low,5,0.144,3712.036,4970816982,19614,228000000000,232000000000,Relatively High,22185.825,26252.14,48447.172,15.385,Very Low,58899.119,12.822,Very Low,0.041,3712.036,4970816982,19614,228000000000,232000000000,Very Low,5028.665,10756.9,15787.84,6.638,Very Low,18500.539,4.963,Very Low,7.078,1394988816,5506.528,63875719498,65271950999,Relatively Low,1999633.27,5012.12,2004717.016,92.046,Relatively Moderate,2393076.992,92.205,Relatively Moderate,141.897,8.786,3712.036,4970816982,19614,228000000000,232000000000,Relatively Low,28745.817,52635.083,81385,63.076,Relatively Moderate,100576.125,63.665,Relatively Moderate
92,Montana,MT,McCone,1721,1501691976,2709.079,816928.763,3.691,Very Low,5.231,Very Low,858275.501,434485.159,0.017,194396.321,5.47,Very Low,32.65,Relatively Low,2.527,0.952,Not Applicable,Not Applicable,Not Applicable,2709.079,Relatively Low,Relatively Moderate,Relatively Moderate,2709.079,Very Low,Very Low,Very Low,2709.079,1501679000,1729,20056400000,21558079000,0.005,Relatively Low,726.7,131.021,857.721,2.847,Very Low,816.401,2.323,Very Low,71,2.078,2709.079,1501691976,1721,19963600000,21535545501,Very High,76335.036,5331.632,127511.383,58.251,Relatively Low,121368.624,52.466,Relatively Low,2709.079,Relatively Low,Relatively Low,Relatively Low,0.015,2709.079,1501691976,1721,19963600000,21465291976,Very High,4855.228,310.982,5166.21,13.324,Very Low,4917.332,10.959,Very Low,Relatively High,Relatively Low,Relatively Low,396,17.975,2709.079,1501691976,1721,19963600000,21465291976,Relatively High,762.16,9287.462,10049.621,6.017,Very Low,9565.489,4.698,Very Low,Relatively Low,Very Low,Very Low,62,1.822,2709.079,1501691976,1721,19963600000,21535545501,Very High,246529.033,17349.129,293775.52,49.038,Relatively Low,279623.118,39.739,Relatively Low,0.318,2709.079,1501691976,1721,19963600000,21535545501,Relatively Moderate,52412.611,22423.313,75706.587,14.392,Very Low,72059.482,11.04,Very Low,23.312,75951645.26,87.57,1015812679,1094090672,Very High,18412.283,602.948,19052.014,38.562,Very Low,18134.198,36.621,Very Low,66.009,4.087,2709.079,1501691976,1721,19963600000,21535545501,Relatively Moderate,313.086,15700.184,16053.95,25.874,Relatively Low,15280.564,19.376,Very Low
93,Montana,MT,Madison,8605,3816112565,3639.921,2426532.326,17.722,Very Low,23.058,Very Low,2498556.566,2037922.305,0.038,436055.239,11.46,Very Low,43.03,Relatively Moderate,2.569,0.971,Relatively Moderate,Relatively Low,Very Low,3639.921,Relatively Moderate,Very Low,Very Low,3639.921,Very Low,Very Low,Very Low,3639.921,3816066000,8623,100000000000,104000000000,0.053,Relatively High,903276.3,108569.833,1011846.133,78.985,Relatively Low,979440.258,79.033,Relatively Low,14,0.409,3639.921,3816112565,8605,99818000000,104000000000,Relatively Moderate,18387.241,236.5,19065.838,21.557,Very Low,17692.544,16.067,Very Low,3639.921,No Rating,No Expected Annual Losses,No Rating,0.015,3639.921,3816112565,8605,99818000000,104000000000,Relatively High,41.354,3513.307,3554.661,9.76,Very Low,3342.515,7.728,Very Low,Relatively Low,Relatively Low,Relatively Low,220,9.961,3639.921,3816112565,8605,99818000000,104000000000,Very High,98.843,47240.548,47339.391,29.633,Relatively Low,44751.538,23.938,Very Low,Relatively Moderate,Very Low,Very Low,11,0.321,3639.921,3816112565,8605,99818000000,104000000000,Relatively Moderate,2018.371,19226.844,21323.575,9.522,Very Low,19984.466,5.854,Very Low,0.082,3639.921,3816112565,8605,99818000000,104000000000,Very Low,9378.317,4384.887,13952.588,6.11,Very Low,13022.372,4.295,Very Low,52.552,1170315628,2170.798,25181258302,26374843647,Very High,941964.588,5058.053,947026.606,86.446,Relatively Moderate,948598.269,85.523,Relatively Low,176.066,10.902,3639.921,3808644058,8565,99354000000,103000000000,Relatively Low,838.906,72397.586,73236.493,60.755,Relatively Moderate,69012.871,53.675,Relatively Low
