state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
Colorado,CO,Elbert,1869.694,Very Low,Relatively Low,Relatively Low,1869.694,Very Low,Very Low,Very Low,278,8.154,1869.694,7517007244,26043,310000000000,Very Low,1086.667,114536.949,55.955,Relatively Low,105297.266,49.507,Relatively Low,1869.694,No Rating,No Expected Annual Losses,No Rating,0.028,1869.694,7517007244,26043,310000000000,Relatively High,10937.704,32712.995,39.674,Relatively Low,24893.491,31.879,Relatively Low,Relatively Low,Relatively Low,Relatively Low,996,45.253,1869.694,7517007244,26043,310000000000,Relatively High,758.782,336118.295,82.786,Relatively Moderate,246753.441,74.163,Relatively Moderate,Very Low,Very Low,Very Low,44,1.284,1869.694,7517007244,26043,310000000000,Relatively High,337230.463,620551.555,71.402,Relatively Moderate,470851.791,56.825,Relatively Low,2.163,1869.694,7517007244,26043,310000000000,Very Low,1210620.843,1548279.947,64.299,Relatively Low,1181237.419,49.952,Relatively Low,90.555,5.607,1869.694,7517007244,26043,310000000000,Relatively Low,48406.952,109080.287,70.226,Relatively Moderate,81374.342,58.225,Relatively Low
Colorado,CO,El Paso,2150.639,Very Low,Very High,Very High,2150.639,Very Low,Very Low,Very Low,229,6.732,2150.639,107000000000,729693,8570000000000,Relatively Moderate,17668610.5,18081103.82,99.504,Very High,17918118.34,99.491,Relatively High,2150.639,No Rating,No Expected Annual Losses,No Rating,0.016,2150.639,107000000000,729693,8570000000000,Relatively High,345862.071,478170.497,88.141,Relatively High,478408.825,86.775,Relatively High,Very Low,Relatively High,Relatively High,1200,54.523,2150.639,107000000000,729693,8570000000000,Relatively High,113931.516,8477130.922,99.807,Very High,8610950.508,99.775,Very High,Very Low,Relatively Moderate,Relatively Moderate,31,0.894,2150.639,107000000000,729693,8570000000000,Relatively Low,772503.982,1450295.281,89.144,Relatively High,1444980.748,87.528,Relatively Moderate,1.355,2150.64,107000000000,729693,8570000000000,Very Low,9250971.025,22633249.56,98.015,Relatively High,22576025.17,97.741,Relatively High,55.145,3.415,2150.639,107000000000,729693,8570000000000,Very Low,44476.422,70196.554,59.517,Relatively Moderate,65950.777,52.211,Relatively Low
Colorado,CO,Fremont,1550.192,Very Low,Relatively Low,Relatively Low,1550.192,Very Low,Very Low,Very Low,121,3.532,1550.192,6841089174,48877,574000000000,Relatively Moderate,482602.146,513773.573,82.103,Relatively Moderate,601780.931,82.628,Relatively Moderate,1550.192,No Rating,No Expected Annual Losses,No Rating,0.015,1550.192,6841089174,48877,574000000000,Relatively High,22118.416,30950.422,38.708,Relatively Low,36555.593,38.708,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,903,41.032,1550.192,6841089174,48877,574000000000,Relatively Low,16059.278,68296.505,42.407,Relatively Low,82245.472,42.246,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,12,0.334,1550.192,6841089174,48877,574000000000,Relatively Low,28240.337,66076.946,18.207,Very Low,78486.055,15.813,Very Low,0.303,1550.227,6841089174,48877,574000000000,Very Low,190007.913,391493.027,31.141,Relatively Low,461656.883,28.921,Relatively Low,51.65,3.198,1550.192,6841089037,48876.998,574000000000,Very Low,1044.717,12815.373,22.037,Relatively Low,15255.974,19.249,Very Low
Colorado,CO,Garfield,2985.647,Relatively Low,Relatively Moderate,Relatively Moderate,2985.647,Very Low,Very Low,Very Low,5,0.141,2985.647,12537441503,61566,727000000000,Relatively Moderate,43833.631,49837.344,38.772,Very Low,64808.791,38.562,Very Low,2985.647,Relatively Low,Very Low,Very Low,0.015,2985.647,12537441503,61566,727000000000,Relatively High,40535.701,51660.592,48.401,Relatively Low,66469.375,50.266,Relatively Low,Very Low,Very High,Very High,479,21.734,2985.647,12537441503,61566,727000000000,Very High,10714.948,645397.91,91.441,Relatively High,826279.769,92.696,Relatively High,Very Low,Relatively Low,Relatively Low,11,0.304,2985.647,12537441503,61566,727000000000,Very Low,5069.896,19652.462,8.871,Very Low,25522.353,7.127,Very Low,0.081,2985.647,12537441503,61566,727000000000,Very Low,31833.622,61413.71,12.965,Very Low,79405.191,11.518,Very Low,226.504,14.025,2985.647,12537441311,61565.998,727000000000,Very Low,182.892,893.104,5.416,Very Low,1127.813,2.832,Very Low
Colorado,CO,Gilpin,151.905,Very Low,Relatively Low,Relatively Low,151.905,No Rating,No Expected Annual Losses,No Rating,193,5.66,151.905,1602825670,5803,68917885784,Relatively High,473792.241,486789.144,81.607,Relatively Moderate,461121.104,78.556,Relatively Low,151.905,No Rating,No Expected Annual Losses,No Rating,0.015,151.905,1602825670,5803,68917625670,Relatively High,1360.152,4217.451,11.159,Very Low,3877.591,8.827,Very Low,Relatively Low,Relatively Low,Relatively Low,1082,49.153,151.905,1602825670,5803,68917625670,Relatively High,2410.192,102732.822,54.537,Relatively Low,93653.083,46.171,Relatively Low,Relatively Moderate,Very Low,Very Low,31,0.901,151.905,1602825670,5803,68917885784,Very High,155833.201,274910.936,46.65,Relatively Low,254534.752,36.907,Relatively Low,0.09,151.905,1602825670,5803,68917885784,Relatively High,147189.454,185942.262,21.991,Very Low,173344.076,17.149,Very Low,181.419,11.233,151.905,1602825670,5803,68917625670,Relatively Low,33633.836,49611.147,51.099,Relatively Low,45706.25,43.462,Relatively Low
Colorado,CO,Grand,1888.444,Very Low,Relatively Low,Relatively Low,1888.444,Very Low,Very Low,Very Low,89,2.612,1888.444,7063262111,15695,189000000000,Very High,1237713.604,1263896.524,91.967,Relatively Moderate,1284800.047,91.123,Relatively Moderate,1888.444,No Rating,No Expected Annual Losses,No Rating,0.015,1888.444,7063262111,15695,189000000000,Relatively High,5993.857,13721.81,25.15,Very Low,14117.697,23.218,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,485,22.014,1888.444,7063262111,15695,189000000000,Relatively High,4264.336,146689.068,65.766,Relatively Moderate,151530.904,61.358,Relatively Low,Very Low,Very Low,Very Low,19,0.536,1888.444,7063262111,15695,189000000000,Relatively High,78842.591,317155.291,50.962,Relatively Low,325737.42,44.639,Relatively Low,0.653,1888.444,7063262111,15695,189000000000,Relatively Low,396607.413,450112.523,33.468,Relatively Low,457406.077,28.826,Relatively Low,136.012,8.422,1888.444,7063262111,15695,189000000000,Very Low,1291.197,3337.173,9.192,Very Low,3577.504,5.791,Very Low
Colorado,CO,Gunnison,3292.538,Relatively Low,Relatively Low,Relatively Low,3292.538,Very Low,Very Low,Very Low,5,0.129,3292.538,5910982235,16897,202000000000,Relatively Moderate,12149.821,13948.385,17.37,Very Low,13390.165,12.599,Very Low,3292.538,No Rating,No Expected Annual Losses,No Rating,0.015,3292.538,5910982235,16897,202000000000,Very High,19111.221,22164.485,32.845,Relatively Low,20814.155,28.714,Very Low,Very Low,Relatively Moderate,Relatively Moderate,407,18.497,3292.538,5910982235,16897,202000000000,Very High,4984.492,212564.774,74.485,Relatively Moderate,195038.104,68.565,Relatively Low,Relatively Low,Relatively Low,Relatively Low,5,0.122,3292.538,5910982235,16897,202000000000,Relatively Moderate,1500.697,20347.684,9.212,Very Low,18414.473,5.568,Very Low,0.066,3292.538,5910982235,16897,202000000000,Very Low,19152.366,37148.043,10.143,Very Low,35688.363,7.159,Very Low,316.14,19.575,3292.538,5910982235,16897,202000000000,Very Low,995.147,3668.967,9.687,Very Low,3248.501,5.313,Very Low
Colorado,CO,Hinsdale,1134.486,Relatively Low,Very Low,Very Low,1134.486,No Rating,No Expected Annual Losses,No Rating,5,0.13,1134.486,468736530,788,9610593463,Relatively High,1126.271,1189.459,4.746,Very Low,1247.398,2.418,Very Low,1134.486,No Rating,No Expected Annual Losses,No Rating,0.015,1134.486,468736530,788,9609536530,Relatively Moderate,3.085,145.476,0.5,Very Low,152.562,0.4,Very Low,Relatively Moderate,Relatively Low,Relatively Low,543,24.649,1134.486,468736530,788,9609536530,Relatively High,12.71,4348.579,1.995,Very Low,4560.4,1.931,Very Low,Relatively Low,Very Low,Very Low,3,0.087,1134.486,468736530,788,9610593463,Relatively High,963.734,1544.496,3.784,Very Low,1619.729,1.241,Very Low,0.028,1134.486,468736530,788,9610593463,Relatively Low,1599.122,2075.087,1.892,Very Low,2176.166,1.718,Very Low,368.572,22.822,1134.486,468736530,788,9610593463,Relatively Low,2498.807,5912.026,13.03,Very Low,6200.005,9.259,Very Low
Colorado,CO,Huerfano,1609.354,Very Low,Relatively Low,Relatively Low,1609.354,Very Low,Very Low,Very Low,73,2.122,1609.354,1709680026,6808,80697604695,Relatively Low,3502.322,10714.675,14.454,Very Low,11628.496,11.581,Very Low,1609.354,No Rating,No Expected Annual Losses,No Rating,0.015,1609.354,1709680026,6808,80682480026,Relatively High,5527.689,6757.885,16.656,Very Low,7980.941,16.123,Very Low,Relatively Moderate,Relatively Low,Relatively Low,704,31.956,1609.354,1709680026,6808,80682480026,Very High,2720.166,156471.011,67.439,Relatively Moderate,192848.757,68.404,Relatively Low,Relatively Low,Relatively Low,Relatively Low,10,0.283,1609.354,1709680026,6808,80697604695,Relatively High,19665.081,47665.231,15.23,Very Low,58424.597,12.727,Very Low,0.204,1609.354,1709680026,6808,80697604695,Relatively Low,29352.925,53585.99,12.19,Very Low,63936.234,10.086,Very Low,99.81,6.18,1609.354,1709680026,6808,80697604695,Relatively Low,3523.182,25583.754,35.686,Relatively Low,30841.944,33.885,Relatively Low
Colorado,CO,Jackson,1637.329,Relatively Low,Relatively Low,Relatively Low,1637.329,No Rating,No Expected Annual Losses,No Rating,38,1.105,1637.329,512383916,1355,16258483263,Relatively Low,1121.095,2700.81,6.7,Very Low,3077.774,4.518,Very Low,1637.329,No Rating,No Expected Annual Losses,No Rating,0.015,1637.329,512383916,1355,16230383916,Relatively High,67.469,755.344,2.598,Very Low,860.771,2.398,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,406,18.416,1637.329,512383916,1355,16230383916,Relatively High,274.134,10303.376,6.21,Very Low,11741.464,5.92,Very Low,Relatively Moderate,Very Low,Very Low,12,0.344,1637.329,512383916,1355,16258483263,Relatively Moderate,1033.62,3956.949,4.467,Very Low,4509.238,1.814,Very Low,0.107,1637.329,512383916,1355,16258483263,Relatively Low,6513.894,7838.843,4.373,Very Low,8932.945,3.404,Very Low,113.768,7.044,1637.329,512383916,1355,16258483263,Very Low,189.511,418.407,5.014,Very Low,476.806,2.354,Very Low
Colorado,CO,Jefferson,781.875,Very Low,Relatively High,Relatively Moderate,781.875,Very Low,Very Low,Very Low,237,6.968,781.875,99942694214,582825,6860000000000,Relatively High,43219759.45,43623053.49,99.783,Very High,39085409.1,99.745,Very High,781.875,No Rating,No Expected Annual Losses,No Rating,0.015,781.875,99942694214,582825,6860000000000,Relatively High,84810.981,371784.17,85.243,Relatively High,339824.532,82.612,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,954,43.36,781.875,99942694214,582825,6860000000000,Relatively Moderate,97809.393,1900752.831,98.005,Very High,1734982.241,97.458,Relatively High,Relatively Low,Relatively High,Relatively Moderate,34,0.98,781.875,99942694214,582825,6860000000000,Relatively Low,634999.167,1853466.684,91.967,Relatively High,1697295.188,89.341,Relatively High,0.759,781.875,99942694214,582825,6860000000000,Relatively Low,13655178.62,20015376.66,97.55,Relatively High,18190213.78,96.914,Relatively High,118.493,7.337,781.875,99942694214,582825,6860000000000,Very Low,170037.369,181107.282,80.935,Relatively Moderate,158505.756,74.833,Relatively Moderate
Colorado,CO,Kiowa,1803.998,Relatively Low,Relatively Low,Relatively Low,1803.998,Very Low,Relatively Low,Relatively Low,196,5.746,1803.998,1002107837,1446,17850892097,Relatively High,8685.276,104199.639,54.001,Relatively Low,104457.063,49.316,Relatively Low,1803.998,No Rating,No Expected Annual Losses,No Rating,0.017,1803.998,1002107837,1446,17775707837,Relatively High,644.744,932.393,3.165,Very Low,934.697,2.532,Very Low,Relatively High,Very Low,Very Low,641,29.118,1803.998,1002107837,1446,17775707837,Relatively High,2135.18,16178.764,10.618,Very Low,16218.734,8.623,Very Low,No Rating,No Expected Annual Losses,No Rating,67,1.96,1803.998,1002107837,1446,17850892097,Very High,252801.351,294467.247,49.132,Relatively Low,295194.726,41.171,Relatively Low,1.803,1803.998,1002107837,1446,17850892097,Relatively Low,130431.871,164324.589,20.471,Very Low,164730.552,16.608,Very Low,30.993,1.919,1803.998,1002107837,1446,17850892097,Relatively Moderate,2864.323,7218.325,15.073,Very Low,7236.158,10.754,Very Low
Colorado,CO,Kit Carson,2183.514,Relatively Low,Relatively High,Relatively High,2183.514,Very Low,Relatively Low,Relatively Low,248,7.281,2183.514,5241935575,7070,87797771934,Relatively High,369060.138,1134152.752,90.974,Relatively Moderate,1627286.402,93.255,Relatively Moderate,2183.514,No Rating,No Expected Annual Losses,No Rating,0.026,2183.514,5241736038,7067.584,87225711015,Relatively High,3844.335,8344.557,19.32,Very Low,12046.299,21.186,Very Low,Relatively High,Very Low,Very Low,676,30.723,2183.514,5241935575,7070,87253935575,Relatively High,12439.567,46351.263,29.247,Relatively Low,67600.908,35.779,Relatively Low,No Rating,No Expected Annual Losses,No Rating,100,2.932,2183.514,5241935575,7070,87797771934,Relatively High,391437.956,663413.894,73.573,Relatively Moderate,972998.744,79.16,Relatively Moderate,2.853,2183.514,5241935575,7070,87797771934,Relatively Low,1109223.296,1388617.837,61.321,Relatively Low,2021709.325,65.861,Relatively Low,72.003,4.458,2183.514,5241933474,7069.977,87797497386,Relatively High,30118.579,139588.635,75.24,Relatively Moderate,204000.276,79.733,Relatively Moderate
Colorado,CO,Lake,387.788,Very Low,Relatively Low,Relatively Low,387.788,No Rating,No Expected Annual Losses,No Rating,38,1.091,387.788,1334554239,7405,87232554239,Relatively Moderate,47204.853,57750.254,41.47,Very Low,65163.269,38.657,Very Low,387.788,No Rating,No Expected Annual Losses,No Rating,0.015,387.788,1334554239,7405,87232554239,Relatively High,4314.843,5652.916,14.59,Very Low,6564.234,13.624,Very Low,Very Low,Relatively Low,Relatively Low,324,14.702,387.788,1334554239,7405,87232554239,Very High,1314.443,107267.672,56.081,Relatively Low,119466.26,53.539,Relatively Low,Relatively Moderate,Very Low,Very Low,8,0.231,387.788,1334554239,7405,87232554239,Relatively Moderate,5352.189,20202.941,9.181,Very Low,22664.102,6.554,Very Low,0.033,387.788,1334554239,7405,87232554239,Relatively Moderate,19545.287,57474.048,12.562,Very Low,64225.909,10.15,Very Low,148.388,9.188,387.788,1334554239,7405,87232554239,Very Low,258.651,1554.958,6.128,Very Low,1779.176,3.404,Very Low
Colorado,CO,La Plata,1716.74,No Rating,No Expected Annual Losses,No Rating,1716.74,Very Low,Very Low,Very Low,5,0.136,1716.74,16531577408,55533,661000000000,Relatively Low,4180.407,6772.576,11.042,Very Low,7355.139,8.05,Very Low,1716.74,Relatively Moderate,Very Low,Very Low,0.015,1716.74,16531577408,55533,661000000000,Relatively Moderate,108.812,10143.548,21.619,Very Low,10934.028,19.82,Very Low,Very Low,Very High,Very High,760,34.545,1716.74,16531577408,55533,661000000000,Relatively High,12471.731,584078.588,90.187,Relatively High,627867.716,89.221,Relatively Moderate,Very Low,Relatively Low,Relatively Low,4,0.102,1716.74,16531577408,55533,661000000000,Relatively Moderate,18358.971,55096.531,16.501,Very Low,59468.337,12.981,Very Low,0.049,1716.74,16531577408,55533,661000000000,Relatively Low,82645.285,162973.398,20.44,Very Low,176905.327,17.34,Very Low,236.764,14.66,1716.74,16531577277,55532.992,661000000000,Very Low,4183.885,69545.905,59.208,Relatively Moderate,73671.065,55.425,Relatively Low
Colorado,CO,Larimer,2660.579,Relatively Low,Very High,Very High,2660.579,Very Low,Very Low,Very Low,158,4.636,2660.579,64104917711,358792,4230000000000,Relatively High,18707130.68,19637784.17,99.535,Very High,18592719.17,99.523,Relatively High,2660.579,No Rating,No Expected Annual Losses,No Rating,0.019,2660.579,64104917711,358792,4230000000000,Relatively High,55232.435,190473.317,75.55,Relatively Moderate,180283.714,70.486,Relatively Moderate,Very Low,Relatively High,Relatively High,518,23.501,2660.579,64104917711,358792,4230000000000,Very High,17151.151,5176255.82,99.646,Very High,4904521.376,99.517,Very High,Relatively Moderate,Relatively High,Relatively High,32,0.913,2660.579,64104917711,358792,4230000000000,Relatively Low,252301.895,1961528.461,92.494,Relatively High,1863419.446,90.932,Relatively High,2.16,2660.579,64104917711,358792,4230000000000,Very Low,6851874.921,10156804.94,94.665,Relatively High,9632024.898,93.191,Relatively High,136.692,8.464,2660.579,64104917711,358792,4230000000000,Very Low,143230.561,169141.762,79.171,Relatively Moderate,159435.182,74.928,Relatively Moderate
Colorado,CO,Las Animas,4823.825,Very Low,Relatively Low,Relatively Low,4823.825,Very Low,Very Low,Very Low,69,2.027,4823.825,2718173391,14491,171000000000,Very Low,260.117,4839.902,9.119,Very Low,6160.066,7.286,Very Low,4823.825,No Rating,No Expected Annual Losses,No Rating,0.015,4823.825,2718173391,14491,171000000000,Relatively High,5802.238,8420.741,19.454,Very Low,11593.839,20.919,Very Low,Very Low,Relatively Low,Relatively Low,891,40.456,4823.825,2718173391,14491,171000000000,Very High,2030.337,303524.638,81.242,Relatively Moderate,423808.586,83.88,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,15,0.439,4823.825,2718173391,14491,171000000000,Very Low,7384.348,8128.839,5.707,Very Low,11088.383,3.5,Very Low,0.748,4823.825,2718173391,14491,171000000000,Very Low,44647.558,93091.285,15.354,Very Low,126189.82,14.158,Very Low,71.86,4.45,4823.825,2718173391,14491,171000000000,Relatively Low,8001.997,51200.653,51.563,Relatively Low,71532.203,54.757,Relatively Low
Colorado,CO,Lincoln,2612.586,Very Low,Relatively Low,Relatively Low,2612.586,Very Low,Relatively Low,Relatively Low,222,6.524,2612.586,1410264128,5675,67318068468,Relatively High,425263.583,526207.365,82.444,Relatively Moderate,642057.652,83.423,Relatively Moderate,2612.586,No Rating,No Expected Annual Losses,No Rating,0.026,2612.586,1410264128,5675,67240264128,Relatively High,2280.265,7217.706,17.189,Very Low,8834.244,17.288,Very Low,Relatively High,Very Low,Very Low,782,35.53,2612.586,1410264128,5675,67240264128,Relatively High,1498.792,45953.498,28.99,Relatively Low,56310.405,29.537,Relatively Low,Very Low,Very Low,Very Low,48,1.389,2612.586,1410264128,5675,67318068468,Relatively High,129077.745,249374.168,43.641,Relatively Low,304891.556,42.221,Relatively Low,3.317,2612.586,1410264128,5675,67318068468,Very Low,293767.914,379405.835,30.614,Relatively Low,463672.298,28.985,Relatively Low,51.187,3.169,2612.586,1410264128,5675,67318068468,Relatively Low,4077.328,15390.217,25.317,Relatively Low,18853.904,23.131,Very Low
Colorado,CO,Logan,1863.541,Relatively Low,Relatively High,Relatively High,1863.541,Very Low,Relatively Low,Relatively Low,227,6.659,1863.541,4761879574,21526,255000000000,Relatively Low,3051.88,114025.709,55.862,Relatively Low,141439.733,55.743,Relatively Low,1863.541,No Rating,No Expected Annual Losses,No Rating,0.149,1863.541,4761602108,21525.794,254000000000,Relatively High,23395.791,119316.957,65.223,Relatively Moderate,153106.849,67.322,Relatively Moderate,Relatively High,Very Low,Very Low,666,30.233,1863.541,4761879574,21526,254000000000,Relatively Moderate,11087.518,57093.897,36.486,Relatively Low,73142.984,38.449,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,66,1.915,1863.541,4761879574,21526,255000000000,Relatively High,265693.489,816480.817,78.846,Relatively Moderate,1036277.955,80.655,Relatively Moderate,3.061,1863.541,4761879574,21526,255000000000,Very Low,976869.724,2136983.897,71.743,Relatively Moderate,2699653.359,73.051,Relatively Moderate,65.003,4.025,1863.541,4761879574,21526,255000000000,Relatively Moderate,133199.048,179362.983,80.687,Relatively Moderate,225184.403,81.164,Relatively Moderate
Colorado,CO,Mesa,3374.803,Relatively Moderate,Relatively Low,Relatively Low,3374.803,Very Low,Relatively Low,Relatively Low,6,0.149,3374.803,28043980366,155647,1830000000000,Relatively Low,23367.616,41370.404,35.174,Very Low,49963.405,33.376,Very Low,3374.803,Relatively Low,Relatively Moderate,Relatively Moderate,0.015,3374.803,28043980366,155647,1830000000000,Relatively High,90671.004,118796.201,65.057,Relatively Moderate,143197.98,65.989,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,447,20.3,3374.803,28043980366,155647,1830000000000,Very Low,7380.674,82938.072,48.005,Relatively Low,101173.386,48.198,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,11,0.309,3374.803,28043980366,155647,1830000000000,Very Low,6272.659,11949.302,6.855,Very Low,14432.579,4.518,Very Low,0.104,3374.803,28043980366,155647,1830000000000,Very Low,88487.499,179126.988,21.619,Very Low,211965.373,19.376,Very Low,167.764,10.388,3374.803,28043972798,155646.907,1830000000000,Very Low,87.329,588.428,5.2,Very Low,671.125,2.45,Very Low
Colorado,CO,Mineral,886.638,Very Low,Very Low,Very Low,886.638,No Rating,No Expected Annual Losses,No Rating,6,0.164,886.638,670627630,863,10681519380,Relatively High,2088.54,2138.722,5.862,Very Low,1976.574,2.991,Very Low,886.638,No Rating,No Expected Annual Losses,No Rating,0.015,886.638,670627630,863,10681427630,Relatively Moderate,4.414,160.357,0.633,Very Low,148.2,0.333,Very Low,Relatively Moderate,Relatively Low,Relatively Low,580,26.328,886.638,670627630,863,10681427630,Relatively Moderate,458.571,3404.639,1.577,Very Low,3146.515,1.255,Very Low,Relatively Moderate,Very Low,Very Low,3,0.072,886.638,670627630,863,10681519380,Relatively High,701.41,1275.678,3.691,Very Low,1178.962,1.082,Very Low,0.037,886.638,670627630,863,10681519380,Relatively Moderate,3972.971,5260.811,3.288,Very Low,4861.961,2.482,Very Low,233.896,14.483,886.638,670627630,863,10681519380,Very Low,595.805,1313.291,5.942,Very Low,1213.723,2.959,Very Low
